nombre,gastos,cargo,region,territorio,partido,votos,ingresos,coalicion
ALEJANDRO ARAVENA EGANA,3745699,DIPUTADO,13,SAN JOAQUIN,UNION PATRIOTICA,0,3745699,Partido Unión Patriótica (sin coalición)
CAMILA BRUNA FAUNDES,28179340,DIPUTADO,13,LO ESPEJO,PARTIDO POR LA DEMOCRACIA,0,28179340,Nueva Mayoría
GABRIEL ESTEBAN BRAVO MUNOZ,6962206,DIPUTADO,13,LO ESPEJO,PARTIDO IGUALDAD,0,6959034,Frente Amplio
CARLOS ASTUDILLO LOPEZ,7680458,DIPUTADO,13,LO ESPEJO,PARTIDO IGUALDAD,0,7550000,Frente Amplio
PATRICIO ALFONSO JIMENEZ GONZALEZ,3150000,DIPUTADO,13,LO ESPEJO,INDEPENDIENTE,0,3150000,Independiente
LORETO LETELIER BARRERA,9641193,DIPUTADO,13,EL BOSQUE,UNION DEMOCRATA INDEPENDIENTE,0,9641193,Chile Vamos
GAEL FERNANDA YEOMANS ARAYA,23715014,DIPUTADO,13,EL BOSQUE,REVOLUCION DEMOCRATICA,0,23715014,Frente Amplio
JUAN MANUEL CASAS QUINTRIQUEO,1311000,DIPUTADO,13,EL BOSQUE,INDEPENDIENTE,0,1311000,Independiente
OSCAR FELIPE VARGAS COLOMA,2386224,DIPUTADO,13,EL BOSQUE,INDEPENDIENTE,0,2386224,Independiente
MAURICIO ALEJANDRO CARRASCO NUNEZ,15601280,DIPUTADO,13,EL BOSQUE,INDEPENDIENTE,0,15601280,Independiente
MARIA JOSE LEIVA JOPIA,8317209,DIPUTADO,13,CERRILLOS,PARTIDO ECOLOGISTA VERDE,0,8317209,Sin información
CLAUDIA NOGUEIRA FERNANDEZ,73317365,DIPUTADO,13,INDEPENDENCIA,UNION DEMOCRATA INDEPENDIENTE,0,73317365,Chile Vamos
ALEJANDRA SAA CARRASCO,14513000,DIPUTADO,13,INDEPENDENCIA,PARTIDO POR LA DEMOCRACIA,0,14513000,Nueva Mayoría
PILAR DURAN BARONTI,51717479,DIPUTADO,13,INDEPENDENCIA,PARTIDO SOCIALISTA DE CHILE,0,51717479,Nueva Mayoría
MARIO DESBORDES JIMENEZ,95866384,DIPUTADO,13,COLINA,RENOVACION NACIONAL,0,95866384,Chile Vamos
ANDREA OJEDA MIRANDA ,100667098,DIPUTADO,13,COLINA,RENOVACION NACIONAL,0,100667098,Chile Vamos
GABRIEL SILBER ROMO,98828740,DIPUTADO,13,COLINA,PARTIDO DEMOCRATA CRISTIANO,0,98828740,Nueva Mayoría
PIA MARGARIT BAHAMONDE,54895966,DIPUTADO,13,COLINA,UNION DEMOCRATA INDEPENDIENTE,0,54895966,Chile Vamos
DAVID HENRIQUEZ ESPINOZA,17615470,DIPUTADO,13,COLINA,PARTIDO PROGRESISTA,0,17615470,Yo Marco por el Cambio
ALEJANDRA BRAVO HIDALGO,34183413,DIPUTADO,13,COLINA,PARTIDO REGIONALISTA INDEPENDIENTE,0,34183413,Sin información
SEBASTIAN KEITEL BIANCHI,62967897,DIPUTADO,13,COLINA,INDEPENDIENTE,0,62967897,Independiente
LEOPOLDO PEREZ LAHSEN,71510731,DIPUTADO,13,PUENTE ALTO,RENOVACION NACIONAL,0,71528731,Chile Vamos
NICOLE VANESSA VALDEBENITO TORRES,18847137,DIPUTADO,13,PUENTE ALTO,PARTIDO DEMOCRATA CRISTIANO,0,18847137,Nueva Mayoría
OSVALDO ANDRADE LARA,42584760,DIPUTADO,13,PUENTE ALTO,PARTIDO SOCIALISTA DE CHILE,0,42584760,Nueva Mayoría
LORENA PATRICIA BUSTAMANTE MEDINA,12853729,DIPUTADO,13,PUENTE ALTO,PARTIDO RADICAL SOCIALDEMOCRATA,0,12853729,Nueva Mayoría
ANA INES MARDONES CONTRERAS,750000,DIPUTADO,13,PUENTE ALTO,PARTIDO PROGRESISTA,0,750000,Yo Marco por el Cambio
VICTOR HUGO ORTIZ AVENDANO,1779100,DIPUTADO,13,PUENTE ALTO,PARTIDO PROGRESISTA,0,1779100,Yo Marco por el Cambio
ROBERTO OVALLE MOLINA,3652243,DIPUTADO,13,PUENTE ALTO,UNION PATRIOTICA,0,3652243,Partido Unión Patriótica (sin coalición)
JAIME ESCUDERO RAMOS,40309062,DIPUTADO,13,PIRQUE,PARTIDO POR LA DEMOCRACIA,0,40309062,Nueva Mayoría
ANTONIO HORVATH GUTIERREZ,27829531,DIPUTADO,13,SAN BERNARDO,RENOVACION NACIONAL,0,27829533,Chile Vamos
ANGELICA PINO SAN MARTIN ,23916239,DIPUTADO,13,SAN BERNARDO,RENOVACION NACIONAL,0,23890981,Chile Vamos
LEONARDO SOTO FERRADA,68044491,DIPUTADO,13,SAN BERNARDO,PARTIDO SOCIALISTA DE CHILE,0,68044491,Nueva Mayoría
MARCIA GONZALEZ NAVARRO ,40595568,DIPUTADO,13,SAN BERNARDO,PARTIDO RADICAL SOCIALDEMOCRATA,0,40595568,Nueva Mayoría
JUAN DOMINGO VILLAVICENCIO PASTEN,85680,DIPUTADO,13,SAN BERNARDO,PARTIDO HUMANISTA,0,85680,Frente Amplio
MARISELA SANTIBANEZ NOVOA,55996996,DIPUTADO,13,SAN BERNARDO,PARTIDO PROGRESISTA,0,55996996,Yo Marco por el Cambio
 JOHANNA DUARTE NARVAEZ,600000,DIPUTADO,13,SAN BERNARDO,PARTIDO PROGRESISTA,0,600000,Yo Marco por el Cambio
SUSANA SANCHEZ GONGORA,2886804,DIPUTADO,13,SAN BERNARDO,PARTIDO PROGRESISTA,0,2886804,Yo Marco por el Cambio
JUANA SILVA MUNOZ,5987367,DIPUTADO,13,SAN BERNARDO,INDEPENDIENTE,0,5987367,Independiente
ALENA GUTIERREZ MORENO,11053373,DIPUTADO,13,SAN BERNARDO,INDEPENDIENTE,0,11053373,Independiente
ALEJANDRA NOVOA SANDOVAL,52020832,DIPUTADO,13,CALERA DE TANGO,RENOVACION NACIONAL,0,52020832,Chile Vamos
MARCIA MILLAQUEO IBARRA,2221404,DIPUTADO,13,CALERA DE TANGO,INDEPENDIENTE,0,2221404,Independiente
DIEGO EDUARDO CALDERON GAJARDO,26451329,DIPUTADO,13,BUIN,PARTIDO DEMOCRATA CRISTIANO,0,26451329,Nueva Mayoría
JAIME BELLOLIO AVARIA,118802494,DIPUTADO,13,BUIN,UNION DEMOCRATA INDEPENDIENTE,0,118802494,Chile Vamos
ANGEL BOZAN RAMOS,31888245,DIPUTADO,13,BUIN,PARTIDO POR LA DEMOCRACIA,0,31888245,Nueva Mayoría
PATRICIO ANTONIO NEIRA PEZOA,2646053,DIPUTADO,13,BUIN,PARTIDO ECOLOGISTA VERDE,0,2646053,Sin información
VICTOR RICARDO CERDA MORALES,7622120,DIPUTADO,13,BUIN,PARTIDO ECOLOGISTA VERDE,0,7622120,Sin información
RAUL LEIVA CARVAJAL,102478865,DIPUTADO,13,TALAGANTE,PARTIDO SOCIALISTA DE CHILE,0,102478865,Nueva Mayoría
CARLOS ALBERTO NAVARRO GALLINATO,9668482,DIPUTADO,13,TALAGANTE,PARTIDO IGUALDAD,0,9668482,Frente Amplio
DAVID MORALES NORDETTI,30802788,DIPUTADO,13,ISLA DE MAIPO,PARTIDO DEMOCRATA CRISTIANO,0,30802788,Nueva Mayoría
JUAN ANTONIO COLOMA ALAMOS,85511263,DIPUTADO,13,EL MONTE,UNION DEMOCRATA INDEPENDIENTE,0,85090174,Chile Vamos
JOSE LUIS STARK AGUILERA,1156695,DIPUTADO,13,EL MONTE,PARTIDO PROGRESISTA,0,1156695,Yo Marco por el Cambio
FRANCISCO VALDES REYES,15941020,DIPUTADO,13,EL MONTE,PARTIDO IGUALDAD,0,15941020,Frente Amplio
ALEJANDRO IGNACIO IRARRAZABAL SALDIAS,7478023,DIPUTADO,13,PENAFLOR,PARTIDO IGUALDAD,0,7478023,Frente Amplio
ESTEBAN CACERES OLAVE,1535600,DIPUTADO,13,PENAFLOR,UNION PATRIOTICA,0,1535600,Partido Unión Patriótica (sin coalición)
MARCELO VERA PAVEZ,1088504,DIPUTADO,13,PENAFLOR,INDEPENDIENTE,0,1088504,Independiente
MARIO GEBAUER BRINGAS,62420837,DIPUTADO,13,MELIPILLA,PARTIDO POR LA DEMOCRACIA,0,62420837,Nueva Mayoría
DAVID ALEXIS SALDANA VERGARA,184400,DIPUTADO,13,MELIPILLA,PARTIDO PROGRESISTA,0,184400,Yo Marco por el Cambio
CLAUDIO PATRICIO DANIEL MONTERO ARRATIA,221404,DIPUTADO,13,MELIPILLA,INDEPENDIENTE,0,221404,Independiente
YOVANNA FUENTES PINO,18468060,DIPUTADO,13,CURACAVI,INDEPENDIENTE,0,18006506,Independiente
